scope,city,province,rate,freeAbove,excluded,active
city,Rang Mahal NPO,,0,,yes,yes
city,Rang Mahal PO,,0,,yes,yes
city,Rangpura TSO,,0,,yes,yes
city,Rashang SO,,0,,yes,yes
city,Rashid Fan TSO,,0,,yes,yes
city,Rasool Park PO,,0,,yes,yes
city,Rawalpindi GPO NPO,,0,,yes,yes
city,Raza Abad SO,,0,,yes,yes
city,Razzaqabad PO,,0,,yes,yes
city,Refhan Maize Productso,,0,,yes,yes
city,Rehman Abad PO,,0,,yes,yes
city,Rehman Line PO,,0,,yes,yes
city,Rehman Pura PO (Lahore),,0,,yes,yes
city,Rehman Pura PO (Lahroe),,0,,yes,yes
city,Right Bank Colony PO,,0,,yes,yes
city,Rotary Centre(Cpol-1347),,0,,yes,yes
city,Rustom Sohrab Cycle Factory PO,,0,,yes,yes
city,S&S Ep Centre PO (Gujranwala),,0,,yes,yes
city,S&S Ep Centre PO (Lahore),,0,,yes,yes
city,S.A Fan TSO,,0,,yes,yes
city,S.C Mill Okara PO,,0,,yes,yes
city,S.U.Old Campus Hyd TSO,,0,,yes,yes
city,STC PO,,0,,yes,yes
city,Sadat Colony PO,,0,,yes,yes
city,Saddar Bazar PO,,0,,yes,yes
city,Saddar Bazar SO,,0,,yes,yes
city,Saddiqe Akbar Town PO,,0,,yes,yes
city,Sadin Maira SO,,0,,yes,yes
city,Safdar & Co TSO,,0,,yes,yes
city,Saghir Shaheed Road PO,,0,,yes,yes
city,Sahiwal City NPO,,0,,yes,yes
city,Sahiwal City PO,,0,,yes,yes
city,Sahiwal GPO NPO,,0,,yes,yes
city,Sahiwal Kutchery PO,,0,,yes,yes
city,Sahiwal Mandi PO,,0,,yes,yes
city,Sahiwal NPO,,0,,yes,yes
city,Said Pur Road NPO,,0,,yes,yes
city,Samanabad NPO,,0,,yes,yes
city,Samanabad PO (Karachi),,0,,yes,yes
city,Samanabad PO (Lahore),,0,,yes,yes
city,Samanabad SO,,0,,yes,yes
city,Sanda PO,,0,,yes,yes
city,Sangla NPO SO,,0,,yes,yes
city,Sarai Alam Gir NPO,,0,,yes,yes
city,Sarai Naurang Main Bazar SO,,0,,yes,yes
city,Sargodha City,,0,,yes,yes
city,Sargodha City NPO,,0,,yes,yes
city,Sargodha GPO NPO,,0,,yes,yes
city,Satellite Town Jhang PO,,0,,yes,yes
city,Satellite Town NPO,,0,,yes,yes
city,Satillite Town NPO,,0,,yes,yes
city,Satillite Town SO,,0,,yes,yes
city,Sattelite Town R.Y.Khan PO,,0,,yes,yes
city,Sattellite Town PO,,0,,yes,yes
city,Services PO,,0,,yes,yes
city,Session Court PO (Gujranwala),,0,,yes,yes
city,Session Court PO (Lahroe),,0,,yes,yes
city,Setlite Town TSO,,0,,yes,yes
city,Shabbir Sharif Market NPO,,0,,yes,yes
city,Shabbir Sharif Market PO,,0,,yes,yes
city,Shad Bagh PO,,0,,yes,yes
city,Shadman Colony NPO,,0,,yes,yes
city,Shadman Colony PO,,0,,yes,yes
city,Shah Alam Market NPO,,0,,yes,yes
city,Shah Baz Azmat Khel SO,,0,,yes,yes
city,Shah Noor PO,,0,,yes,yes
city,Shahdra Bagh NPO,,0,,yes,yes
city,Shahdra Town PO (Lahore),,0,,yes,yes
city,Shahdra Town PO (Lahroe),,0,,yes,yes
city,Shaheed Road Jhang PO,,0,,yes,yes
city,Shaheed Road NPO,,0,,yes,yes
city,Shahi Bazar TSO,,0,,yes,yes
city,Shahpur Saddar NPO,,0,,yes,yes
city,Shalimar Town PO,,0,,yes,yes
city,Shanti Nagar PO,,0,,yes,yes
city,Sheikh Yousaf Adda SO.,,0,,yes,yes
city,Sheikh Zayed Hospital PO,,0,,yes,yes
city,Sher Kot PO,,0,,yes,yes
city,Sher Shah Colony PO,,0,,yes,yes
city,Sherin Jinnah Colony PO,,0,,yes,yes
city,Sialkot GPO NPO,,0,,yes,yes
city,Sialkot Kutchery TSO,,0,,yes,yes
city,Sibi NPO,,0,,yes,yes
city,Sibi Petrol Pump PO,,0,,yes,yes
city,Sindh High Court (KP-1995) PO,,0,,yes,yes
city,Sindh Sectt LSG,,0,,yes,yes
city,Sindhi Hotel PO,,0,,yes,yes
city,Site Area Sukkur PO,,0,,yes,yes
city,Skardu Bazar PO,,0,,yes,yes
city,Skardu NPO,,0,,yes,yes
city,Small Industries Estate PO,,0,,yes,yes
city,Small Industries SO,,0,,yes,yes
city,Sodiwal PO,,0,,yes,yes
city,Sohawa NPO,,0,,yes,yes
city,Sokari Gate SO,,0,,yes,yes
city,Soldier Bazar PO,,0,,yes,yes
city,South Colony Okara Cantt PO,,0,,yes,yes
city,State Life Building PO,,0,,yes,yes
city,Sukkur Adam Shah TSO,,0,,yes,yes
city,Sukkur Barrage PO,,0,,yes,yes
city,Sukkur NPO,,0,,yes,yes
city,Sultan Ahmed Khan St. PO,,0,,yes,yes
city,Sultan Market Kamalia PO,,0,,yes,yes
city,Sultan Pura PO,,0,,yes,yes
city,Supply Bazar PO,,0,,yes,yes
city,Surjani Town NPO,,0,,yes,yes
city,Surjani Town PO,,0,,yes,yes
city,Taiser Town PO,,0,,yes,yes
city,Taj Company NPO,,0,,yes,yes
city,Taj Company PO,,0,,yes,yes
city,Tajpura NPO,,0,,yes,yes
city,Tajpura TSO,,0,,yes,yes
city,Talagang City PO,,0,,yes,yes
city,Talagang NPO,,0,,yes,yes
city,Tando Allayyar NPO,,0,,yes,yes
city,Tando Jam NPO,,0,,yes,yes
city,Tando Mohammad Khan NPO,,0,,yes,yes
city,Tank City SO.,,0,,yes,yes
city,Tariq Abad SO,,0,,yes,yes
city,Tariq Bin Zia Colony PO,,0,,yes,yes
city,Taunsa NPO,,0,,yes,yes
city,Teli Mohalla PO,,0,,yes,yes
city,Tench Bhatta NPO,,0,,yes,yes
city,Tench Bhatta PO,,0,,yes,yes
city,Thatta NPO,,0,,yes,yes
city,Toba Tek Singh NPO,,0,,yes,yes
city,Toll Plaza PO,,0,,yes,yes
city,Tughlaq Road PO,,0,,yes,yes
city,Tunisia Line PO,,0,,yes,yes
city,Turbat NPO,,0,,yes,yes
city,U.N.C Jamshoro SO,,0,,yes,yes
city,University Of Sargodha PO,,0,,yes,yes
city,University Of Swat PO,,0,,yes,yes
city,Up More PO,,0,,yes,yes
city,Urdu Bazar NPO,,0,,yes,yes
city,Urdu Bazar PO,,0,,yes,yes
city,Usmani Wala PO,,0,,yes,yes
city,V R Institute PO,,0,,yes,yes
city,Vehari Kutchery PO,,0,,yes,yes
city,Vehari NPO,,0,,yes,yes
city,WAPDA Academy Terbella Dam SO,,0,,yes,yes
city,WAPDA Town PO,,0,,yes,yes
city,Wah NPO,,0,,yes,yes
city,Wahdat Colony PO,,0,,yes,yes
city,Walton PO,,0,,yes,yes
city,Wassanpura PO,,0,,yes,yes
city,Water Tank SO,,0,,yes,yes
city,West Wharf PO,,0,,yes,yes
city,Wijh SO,,0,,yes,yes
city,Wri Colony PO,,0,,yes,yes
city,Zafar Abad Colony SO,,0,,yes,yes
city,Zeal Pak TSO,,0,,yes,yes
city,Zhob NPO,,0,,yes,yes
